README.md:48: table-row 279 > 200	`--ship-logs`
tests/test_infra_verify_replay_template.py:102: comment-block 7 > 4	"""The checkpoint needs a `:rw` mount; NOTHING this sweep reads may get one.
tests/test_infra_verify_replay_template.py:124: comment-block 6 > 4	"""The template's own `sed -n <expr> "$replay_log" | tail -1`, over the whole captured log.
tests/test_infra_verify_replay_template.py:160: comment-block 7 > 4	# One production-shaped log: a currently-failing hour, both census twins (echoed then logged), both
tests/test_infra_verify_replay_template.py:217: comment-block 7 > 4	"""Invoke the real CLI and return `(result, the log lines it ACTUALLY emitted)`.
tests/test_infra_verify_replay_template.py:236: comment-block 6 > 4	"""The template's own seds, run over lines in the CLI's REAL format, so wording drift on either
tests/test_infra_verify_replay_template.py:332: comment-block 6 > 4	"""Return `run(docker_stub, seed) -> (rc, textfile)`: writes `seed` as the previous run's
tests/test_infra_verify_replay_template.py:365: comment-block 5 > 4	"""failed_hours carries forward when the run breaks; run_ok is 0 exactly when the summary does
tests/test_infra_verify_replay_template.py:415: comment-block 7 > 4	"""The census series are gated on the SUMMARY, exactly like `failed_hours` -- never on whether a
tests/test_internal_terms_not_operator_visible.py:1: comment-block 13 > 4	"""Internal development vocabulary must not reach a surface an operator sees at runtime (T0096).
tests/test_internal_terms_not_operator_visible.py:1: file-prose 21.4 > 20
tests/test_internal_terms_not_operator_visible.py:86: comment-block 5 > 4	"""`echo`/`printf` to stdout or stderr, including the `# HELP` text of textfile exporters.
tests/test_internal_terms_not_operator_visible.py:141: comment-block 5 > 4	"""Yield `(lineno, full name value)` per task, ASSEMBLING folded/literal scalars.
tests/test_internal_terms_not_operator_visible.py:181: comment-block 5 > 4	"""Yield `(file, key, value)` per `msg`/`fail_msg`/`success_msg` in `infra/ansible/**/*.{yml,yaml}`.
tests/test_internal_terms_not_operator_visible.py:307: comment-block 6 > 4	"""The Slack notification body is the most operator-facing surface the fleet has: read on a
tests/test_internal_terms_not_operator_visible.py:325: comment-block 7 > 4	"""The same trap as the dashboard glob above, one turn worse: a notification template renamed
tests/test_kraken_fixture_mint.py:1: comment-block 5 > 4	"""The fixture minter's pure core — the rails that decide what reaches a live account: a leg minted
tests/test_kraken_fixture_mint.py:1: file-prose 23.6 > 20
tests/test_kraken_fixture_mint.py:49: comment-block 8 > 4	"""Every live door raises unless the venue opt-in is set, so a missed patch fails loudly.
tests/test_kraken_fixture_mint.py:89: comment-block 6 > 4	"""The list exists twice on the live trade path. This is the guard that keeps them equal.
tests/test_kraken_fixture_mint.py:112: comment-block 7 > 4	"""Both floors and both steps are the venue's own published row, or the run refuses.
tests/test_kraken_fixture_mint.py:155: comment-block 7 > 4	"""`resolve_row` resolves by wsname, so `XXBTZEUR` / `XBTEUR` / `XBT/EUR` is one row to it.
tests/test_kraken_fixture_mint.py:169: comment-block 6 > 4	"""The second producer of the same fact, read off the venue's row rather than off a list.
tests/test_kraken_fixture_mint.py:238: comment-block 5 > 4	"""The discriminator: move the venue's floor and the size must move with it.
tests/test_kraken_fixture_mint.py:305: comment-block 5 > 4	"""`costmin` is a floor on the ORDER's notional, and this order is priced far below the market.
tests/test_kraken_fixture_mint.py:373: comment-block 8 > 4	"""Neither wrapper may grow a selector, and this reads BOTH because the property is symmetric.
tests/test_kraken_fixture_mint.py:392: comment-block 9 > 4	# sha256 of `probe-with-vaulted-key.sh` from its `set -euo pipefail` line down, over the RAW
tests/test_kraken_fixture_mint.py:407: comment-block 6 > 4	"""The body from the anchor line down, as BYTES.
tests/test_kraken_fixture_mint.py:417: comment-block 5 > 4	"""Everything from the `set -euo pipefail` LINE down.
tests/test_kraken_fixture_mint.py:524: comment-block 6 > 4	"""A client that records every call and sends nothing.
tests/test_kraken_fixture_mint.py:561: comment-block 7 > 4	"""Answers what the venue answers, which is NOT the same in every mode.
tests/test_kraken_fixture_mint.py:589: comment-block 8 > 4	"""The adapter's instrument object as this script uses it: cached, and never read for a size.
tests/test_kraken_fixture_mint.py:677: comment-block 6 > 4	"""No default binds the live pair at definition, so a missed patch is a TypeError here.
tests/test_kraken_fixture_mint.py:718: comment-block 6 > 4	"""A read made in a different MODE than the reader this mints for answers a different question.
tests/test_kraken_fixture_mint.py:862: comment-block 5 > 4	"""The plan the operator approves and the orders that go out must be the same set.
tests/test_logging_ship_handler.py:1: file-prose 21.1 > 20
tests/test_mutate_probe.py:1: file-prose 20.6 > 20
tests/test_mutate_probe.py:107: comment-block 6 > 4	"""A probe that cannot pass on unmutated code makes every verdict below it meaningless.
tests/test_mutate_probe.py:128: comment-block 10 > 4	# --------------------------------------------------------------------------------------------------
tests/test_mutate_probe.py:141: comment-block 5 > 4	"""A copy of the script with one guard mutated.
tests/test_mutate_probe.py:285: comment-block 11 > 4	"""Start a cycle, wait until the probe is genuinely running, then signal the whole process group.
tests/test_mutate_probe.py:377: comment-block 8 > 4	"""Signal mid-mutation with the TARGET FILE read-only, so the cleanup cp fails: rc must be 9,
tests/test_nautilus_adapter.py:1: file-prose 26.5 > 20
tests/test_nautilus_adapter.py:34: comment-block 7 > 4	"""The interpreter under test runs exactly the wheel `pyproject.toml` names.
tests/test_nautilus_adapter.py:45: comment-block 8 > 4	"""The gate's version input on the production path, with nothing injected.
tests/test_nautilus_interface_pin.py:12: comment-block 8 > 4	# (module, symbol) for every nautilus name imported anywhere under cli/, at the module path cli/
tests/test_open_topics_frontmatter.py:1: comment-block 16 > 4	"""The open-topics frontmatter invariants, which until now were enforced by eye.
tests/test_open_topics_frontmatter.py:1: file-prose 31.2 > 20
tests/test_open_topics_frontmatter.py:59: comment-block 5 > 4	# --- every link in the index lands on a file that exists ------------------------------------------
tests/test_ops_postverify.py:1: comment-block 5 > 4	"""ops-postverify.sh: verify-by-outcome as one command (spec 00083 D3).
tests/test_ops_postverify.py:137: comment-block 7 > 4	"""A header line containing `== ` must never be mistaken for a series value.
tests/test_ops_postverify.py:150: comment-block 7 > 4	"""The two increase() queries must name series the reconcile exporter actually publishes.
tests/test_panel_command.py:1: comment-block 5 > 4	"""TDD for `cli/panel/command.py` -- the `zcrypto panel materialize` CLI (spec 00052 Task 3).
tests/test_panel_command.py:173: comment-block 9 > 4	"""The generation guard read the meta file, not the tree it describes — so `rm panel-meta.json`
tests/test_panel_command.py:200: comment-block 6 > 4	"""The hole the manifest check could not see, and the one the planned regeneration creates. The
tests/test_panel_materialize.py:1: file-prose 22.6 > 20
tests/test_panel_materialize.py:298: comment-block 5 > 4	# T0066 / spec 00052 D6 correction: an hour is heal-complete only after the reconciler's H+6h
tests/test_panel_materialize.py:551: comment-block 10 > 4	# --- T0104: the staleness marker -----------------------------------------------------------------
tests/test_panel_materialize.py:722: comment-block 9 > 4	"""The gap the resumed-run test above cannot see. That one crosses hours in SEPARATE processes,
tests/test_panel_regenerate.py:1: file-prose 24.3 > 20
tests/test_panel_regenerate.py:44: comment-block 9 > 4	# The stub logs to CALL_LOG alongside systemctl: `systemctl start …timer` prints nothing, so an
tests/test_panel_regenerate.py:185: comment-block 5 > 4	# It must refuse AT the sizing step rather than wander on to the next gate. Combined into one
tests/test_panel_regenerate.py:264: comment-block 8 > 4	"""Controlling pty attached (so the tty gate opens) but stdin is a PIPE carrying the reply.
tests/test_panel_regenerate.py:341: comment-block 5 > 4	"""Render through ANSIBLE's templar, not a bare jinja2.Environment.
tests/test_panel_regenerate.py:392: comment-block 5 > 4	# (c) The completion line must be captured BEFORE the timer is restarted. The timer is
tests/test_portfolio_crossfreq.py:1: file-prose 23.2 > 20
tests/test_prune_host_images.py:184: comment-block 5 > 4	# --------------------------------------------------------------------------------------------
tests/test_prune_host_images.py:259: comment-block 5 > 4	# --------------------------------------------------------------------------------------------
tests/test_prune_host_images.py:289: comment-block 5 > 4	# --------------------------------------------------------------------------------------------
tests/test_prune_host_images.py:383: comment-block 6 > 4	"""`docker image prune -a` / `docker system prune` would take the recorded rollback operands —
tests/test_required_status_checks_match_ci.py:1: comment-block 6 > 4	"""The required status check on `develop` must name a job that actually runs on PRs into it.
tests/test_required_status_checks_match_ci.py:1: file-prose 22.3 > 20
tests/test_required_status_checks_match_ci.py:28: comment-block 6 > 4	"""Why a `pull_request` trigger might NOT fire for some PR into `branch`, or None if it always does.
tests/test_trades_rest.py:109: comment-block 7 > 4	"""The historical defect, reproduced (spec 00053 D5a): with 1000 rows inside ONE integer second,
tests/test_trades_rest.py:195: comment-block 7 > 4	"""Regression pin for spec 00053 D6a, on REAL floats Kraken returned for trades that also exist
tests/test_vendored_rrsync_integrity.py:1: comment-block 11 > 4	"""Guard the byte-identity of the vendored rrsync.
tests/test_vendored_rrsync_integrity.py:1: file-prose 40.6 > 20
